title,link,date,sector,subsector,author,points
"Stocks making the biggest moves premarket: Campbell Soup, Alphabet, Salesforce & more",https://www.cnbc.com/finance/?page=1,2019/12/04,Financials,finance/,Peter Schacknow,
"Stocks making the biggest moves after hours: Alphabet, Salesforce.com, Workday & more",https://www.cnbc.com/finance/?page=2,2019/12/03,Financials,finance/,Ganesh Setty,
"Without a trade deal this year, 'I don't know if I want to be around equities,' Jeremy Siegel says",https://www.cnbc.com/finance/?page=2,2019/12/03,Financials,finance/,Yun Li,"['If Trump doesn\'t reach a trade deal with China and ""the tariffs get put on on Dec. 15 ... I don\'t know if I want to be around equities then,"" Siegel said.', 'The Dow Jones Industrial Average dropped more than 250 points after President Donald Trump indicated he might wait till 2020 to strike a trade deal with China.', '""Yields are going to stay really low with Treasuries being a hedge asset like this ... Utilities and defensive stocks, anything that gets you yield, I think is going to do pretty well in 2020,"" Siegel said.']"
Here's what happened to the stock market on Tuesday,https://www.cnbc.com/finance/?page=2,2019/12/03,Financials,finance/,Fred Imbert,
How the market sell-off could get much worse: 'Better put on your helmet',https://www.cnbc.com/finance/?page=2,2019/12/03,Financials,finance/,Bob Pisani,"['The market is grappling with the likelihood of no trade deal, but the critical issue is tariffs.', 'If additional tariffs are put in place on Dec. 15, ""then there\'s another sell-off,"" according to Art Cashin, UBS director of floor operations.', 'Despite signs that a phase one deal might not be achieved, bulls are holding out the prospects that the markets might be mollified by any sign that talks are continuing.']"
"Stocks making the biggest moves midday: Caterpillar, Lands' End, Micron and more",https://www.cnbc.com/finance/?page=2,2019/12/03,Financials,finance/,Maggie Fitzgerald,
Investors fear another December sell-off if Trump lets tariffs take effect Dec. 15,https://www.cnbc.com/finance/?page=2,2019/12/03,Financials,finance/,Patti Domm,"[""President Trump's comment that he could wait until after the 2020 election for a trade deal with China sent stocks reeling."", 'Markets had been expecting a trade deal by Dec. 15 — the date for another round of tariffs on Chinese goods are scheduled to take effect.', '""I think investors are using Dec. 15 as a barometer. It\'s probably the purest, simplest barometer, to see if progress is being made. If it isn\'t, we\'ll probably limp in the rest of the year,"" one strategist says of the market.']"
"If we are in for another December market plunge, here are the places to hide out",https://www.cnbc.com/finance/?page=2,2019/12/03,Financials,finance/,Maggie Fitzgerald,"['Stocks have dropped the first two trading days of December and investors are worried markets are about to repeat last year, the worst December decline since the Great Depression.', 'The Cboe Volatility Index, a gauge for investor fear, jumped above the 17 level on Tuesday.\xa0The index ended the day around 15.8.\xa0', 'CNBC used Kensho, a hedge fund analytics tool, to screen for the best places for investors to hide out when volatility jumps.', 'Consumer staples, utilities and health care are the best sectors to find shelter during volatility.']"
"Distressed investing experts say crisis in oil patch is mounting, but could present opportunities",https://www.cnbc.com/finance/?page=2,2019/12/03,Financials,finance/,Dawn Giel,"['Oil and gas companies are facing a slew of headwinds: stagnant commodity prices, along with supply, transportation and geopolitical challenges.', 'It could be an opportunity for strategic distressed debt investors, a trio of distressed investing and financing experts said on Monday.', 'Todd Dittman of alternative investment firm Angelo Gordon said  private equity investors should buy PDP, or proved developed producing reserves, at cheap prices, lever modestly, and hedge.']"
"Your first trade for Tuesday, December 3",https://www.cnbc.com/finance/?page=2,2019/12/03,Financials,finance/,Tyler Bailey,
"Stocks making the biggest moves premarket: Lands' End, AK Steel, UnitedHealth, Intel & more",https://www.cnbc.com/finance/?page=2,2019/12/03,Financials,finance/,Peter Schacknow,
Economist tells newspaper he was forced out from Chinese bank because he's a Hong Konger,https://www.cnbc.com/finance/?page=2,2019/12/03,Financials,finance/,Evelyn Cheng,"['Law Ka-chung stepped down as chief economist at the Hong Kong unit of a Chinese state-owned bank and has alleged he was forced to do so because he is a native of Hong Kong, the Financial Times reported on Tuesday.', '""They don\'t think it\'s appropriate for a Hong Kong guy to speak on behalf of a Chinese bank,"" Law told the newspaper, in his first interview with an international English-language media organization since being asked to resign.', 'The Bank of Communications did not immediately respond to a CNBC request for comment.']"
"Stocks making the biggest moves after hours: Coupa Software, Arrowhead Pharmaceuticals & more",https://www.cnbc.com/finance/?page=2,2019/12/02,Financials,finance/,Ganesh Setty,
Here's what happened to the stock market on Monday,https://www.cnbc.com/finance/?page=2,2019/12/02,Financials,finance/,Fred Imbert,
Markets are counting down to the Dec. 15 trade deadline and could be choppy until then,https://www.cnbc.com/finance/?page=2,2019/12/02,Financials,finance/,Patti Domm,"['Now that December is underway, markets are focused on the mid-month deadline that will determine whether there is a trade deal or new tariffs on Chinese goods.', 'Stocks sold off at the start of the month on weaker-than-expected manufacturing data, an Achilles heal of the economy most impacted by trade.', 'President Trump said Monday he would put new steel and aluminium tariffs on Argentina and Brazil, claiming the two countries manipulated their currencies.', 'The new tariffs on South American countries was a warning for investors that trade wars may not end even if there is a deal with China.']"
Jack Dorsey's planned move to Africa divides Square and Twitter investors,https://www.cnbc.com/finance/?page=2,2019/12/02,Financials,finance/,Kate Rooney,"['The CEO of Twitter and Square announced plans to move to Africa for up to six months next year.', 'Analysts have doubts about who will run the companies in his absence. While some Square analysts are bullish on the payments opportunity, they want to know who will “mind the store” while Dorsey is abroad.', 'Yale’s Jeff Sonnenfeld said a six-month leave would be “reckless” on the CEO’s part and allowing it would be “irresponsible and negligent” on the part of the board.']"
"Stocks making the biggest moves midday: Roku, Wells Fargo, Deere, Apache & more",https://www.cnbc.com/finance/?page=2,2019/12/02,Financials,finance/,Fred Imbert,
Investors kick off December by bailing on hot momentum stocks like Roku,https://www.cnbc.com/finance/?page=2,2019/12/02,Financials,finance/,Yun Li,"['The iShares Edge MSCI USA Momentum Factor ETF (MTUM) underperformed the broad market on Monday.', 'The top 10 performers this year in the S&P 500 are all in the red on the first trading day of December.', 'The Cboe Volatility Index,  the VIX or ""fear gauge,"" jumped to a five-week high of 14.6 on Monday after weeks of tranquility.']"
Target and Walmart top the list of Wall Street analysts' Black Friday winners,https://www.cnbc.com/finance/?page=2,2019/12/02,Financials,finance/,Maggie Fitzgerald,"['Black Friday foot traffic declined about 6% since last year, the weakest result since 2014, according to ShopperTrak.', 'Meanwhile, online sales for Thanksgiving and Black Friday increased 17% year over year, according to Adobe Analytics.', 'Target and Walmart were stand-out performers of Black Friday with both retailers reaching strong traffic storewide, according to Wall Street.']"
Virtus Capital president says markets would sell off big if a 'socialist' is elected president,https://www.cnbc.com/finance/?page=2,2019/12/02,Financials,finance/,Dawn Giel,"['Steven Gidumal, the managing partner of Virtus Capital, said markets could tank 30% to 50% if a ""socialist"" is elected in 2020.', 'Gidumal also said that he thinks President Donald Trump making public comments on the Federal Reserve  is the right thing to do.', '""I think Trump is absolutely right to bash the Fed and to do it publicly because a lot of what they do is irrational and has been for the past century,"" Gidumal said.']"
"In 2019, almost every investment worked",https://www.cnbc.com/finance/?page=2,2019/12/02,Financials,finance/,Yun Li,"['The S&P 500 is up more than 25% and counting. Treasurys also soared in 2019. Oil, gold and corporate bonds all scored double-digit returns.', 'Only 64 names in the S&P 500, or 12%, are in the red this year. All 11 S&P 500 sectors are entering the homestretch of 2019  with positive returns.', '""What a year for the stock market,"" says Matthew Maley, chief market strategist at Miller Tabak. ""One reason why the consensus believes the stock market can hold up next year has to do with the belief that interest rates will remain low.""']"
Silicon Valley giants accused of avoiding over $100 billion in taxes over the last decade,https://www.cnbc.com/finance/?page=2,2019/12/02,Financials,finance/,Chloe Taylor,
"Stocks making the biggest moves premarket: Disney, Las Vegas Sands, Fiat Chrysler & more",https://www.cnbc.com/finance/?page=2,2019/12/02,Financials,finance/,Peter Schacknow,
"5G broadband is an existential threat to cable companies, but execs and investors aren't worried",https://www.cnbc.com/finance/?page=2,2019/12/01,Financials,finance/,Alex Sherman,"['Verizon, AT&T and T-Mobile are all planning to offer home broadband products for the first time that can theoretically compete with cable internet.', ""Cable executives are taking the new products seriously but are expressing little concern about mobile operators' offerings."", '""We agree 5G technology works, but we don\'t believe it\'s a real threat to our business,"" said Dexter Goei, CEO of cable provider Altice USA.']"
Black Friday shopping at brick-and-mortar stores dropped by 6% as consumers spent record online,https://www.cnbc.com/finance/?page=2,2019/11/30,Financials,finance/,Alex Sherman,"['Black Friday sales for brick-and-mortar stores dropped 6.2% after shopping on Thanksgiving Day rose 2.3%, according to ShopperTrak data.', 'The pullback in brick-and-mortar stores mirrored a surge in Black Friday online shopping, which hit $7.4 billion, an all-time record for the day, according to Adobe Analytics.', 'Eight of the 10 busiest shopping days are still to come in 2019, according to ShopperTrak.\xa0']"
Black Friday shoppers spend record $7.4 billion in second largest online sales day ever,https://www.cnbc.com/finance/?page=2,2019/11/30,Financials,finance/,Alex Sherman,"[""Black Friday online sales reached $7.4 billion, the second largest online shopping day ever, behind last year's Cyber Monday, according to Adobe Analytics."", 'Abode still predicts an even larger Cyber Monday, estimating sales of $9.4 billion.\xa0', '""Small Business Saturday"" has taken in about $470 million as of 9 a.m. ET, on pace to top $3 billion, according to Adobe.']"
"Facebook has a theory that hiding 'likes' will increase post volume, and Instagram is testing it",https://www.cnbc.com/technology/?page=0,2019/12/06,Information Technology,technology/,Salvador Rodriguez,"['Inside Facebook\'s growth and data science teams, there is a hypothesis that getting rid of ""likes"" may be an effective tactic for getting users to post more original content on Instagram, three former employees told CNBC.', ""The theory goes that by hiding like counts, users may feel less self-conscious when they post photos or videos that don't receive many likes. This in turn may serve as a catalyst for getting users to post more often."", ""Head of Instagram Adam Mosseri has presented the experiment as an effort to combat the social network's problem with cyberbullying.""]"
Amazon blames holiday delivery delays on winter storms and high demand,https://www.cnbc.com/technology/?page=0,2019/12/06,Information Technology,technology/,William Feuer,"['Amazon said it is experiencing shipping delays due to high demand and winter storms as the holiday shopping season kicks off.', 'Customers took to Facebook and Twitter to express frustration with the delays.', 'This holiday season is the first year that Amazon will take on some of the busiest months of the year without one of its major delivery partners, FedEx Ground.']"
"T-Mobile is eyeing a price cut in its merger with Sprint, sources say",https://www.cnbc.com/technology/?page=0,2019/12/06,Information Technology,technology/,Thomas Franck,"[""T-Mobile is considering a cut to its multibillion merger with Sprint, people familiar with the matter tell CNBC's David Faber."", 'The deal cannot close until the companies resolve an ongoing lawsuit from several state attorneys general. The trial is slated to begin on Monday.']"
"How Uber is addressing its sexual assault problem after more than 3,000 incidents last year",https://www.cnbc.com/technology/?page=0,2019/12/05,Information Technology,technology/,Lora Kolodny,"['Uber revealed that more than 3,000 sexual assaults occurred during rides on its service in the U.S. in 2018 in a comprehensive US Safety Report on Thursday.', '""Voluntarily publishing a report that discusses these difficult safety issues is not easy,"" wrote Tony West, chief legal officer at Uber in the report.', 'The ride-hailing company and peers including Lyft have been criticized over sexual assault problems for years. The report also details new features and practices Uber is trying to prevent assaults.']"
TikTok chief to meet with lawmakers next week as suspicions about the app's ties to China grow,https://www.cnbc.com/technology/?page=0,2019/12/06,Information Technology,technology/,Lauren Feiner,"['TikTok chief Alex Zhu will meet with lawmakers in Washington, D.C. next week, CNBC has confirmed.', 'The trip comes as TikTok is facing scrutiny from the Committee on Foreign Investment in the United States (CFIUS), a person familiar with the matter previously told CNBC.', 'TikTok has rejected censoring content or storing data in a way that would make it vulnerable to being accessed by the Chinese government.']"
It's not just Peloton — here are some of the biggest advertising whiffs from major brands,https://www.cnbc.com/technology/?page=0,2019/12/06,Information Technology,technology/,Megan Graham,"[""Peloton's ad troubles are just the next in a long list of campaigns that brands took the heat for."", ""Advertising in today's culture can hurt perception of a brand because consumers consider advertising a window into a company's culture and values.\xa0""]"
"Tesla cars built in China have been recommended for government subsidies, report says",https://www.cnbc.com/technology/?page=0,2019/12/06,Information Technology,technology/,Anmar Frangoul,"['Tesla is one of several vehicle firms attempting to make inroads into the Chinese market.', 'China is home to the biggest electric car market on the planet.']"
SoftBank's Vision Fund 2 has held talks to invest $150 million in home health-care start-up Honor,https://www.cnbc.com/technology/?page=0,2019/12/05,Information Technology,technology/,Alex Sherman,"['SoftBank has held talks to investment $150 million in home health-care start-up Honor, sources say.', ""The deal hasn't been approved by the Vision Fund investment committee and could still fall apart, sources say."", 'The investment marks one of the first known potential investments for Vision Fund 2, which is still in fundraising mode and may raise up to $108 billion.']"
How to see the songs and artists you listened to most on Spotify in 2019,https://www.cnbc.com/technology/?page=0,2019/12/05,Information Technology,technology/,William Feuer,"['Spotify relaunches a feature that shows the songs and artists you listened to most all year.', 'It has other fun stats, too, such as how many minutes you spent listening to Spotify and the first song you played in 2019.', 'Here’s how to use Spotify Wrapped to see what your highlights for 2019 were.']"
Even the actor who played the 'Peloton husband' is feeling the blowback,https://www.cnbc.com/technology/?page=0,2019/12/05,Information Technology,technology/,William Feuer,"['The public outcry over the now-infamous Peloton holiday ad has the so-called ""Peloton Husband"" speaking out in defense of himself.', '""As my face continues to be screen shot online, I wonder what repercussions will come back to me,"" Sean Hunter, the actor who played the husband in the commercial, writes in a post for Psychology Today.', '""As I continue to reflect on the commercial, I consider these thoughts: Why are people creating so many additional narratives to the story?"" he asks.']"
"Veritas Genetics, the start-up that can sequence a genome for under $600, ceases US operations",https://www.cnbc.com/technology/?page=0,2019/12/05,Information Technology,technology/,Christina Farr,"['Veritas Genetics is ceasing U.S. operations because it has struggled to raise new funds.', 'Part of the problem, says a person familiar with the company, is that investors are skittish about investing in start-ups that have raised financing from funds with roots in China.', 'The company is in talks with potential acquirers.']"
Here's why some Peloton users love that ad so many have criticized,https://www.cnbc.com/technology/?page=0,2019/12/05,Information Technology,technology/,Megan Graham,"['A holiday ad for at-home fitness company Peloton went viral recently, with criticisms spanning claims that it was sexist or just ""cringey.""\xa0', ""But some Peloton users are defending the ad publicly, arguing that the ad shows, for example, how motivating the company's classes and community can be.\xa0""]"
CrowdStrike rises after beating in its third-quarter results,https://www.cnbc.com/technology/?page=0,2019/12/05,Information Technology,technology/,Annie Palmer,"['CrowdStrike reportes better-than-expected results for the fiscal third quarter of 2020.', 'The company also raises its guidance for the full year and says it expects to be free cash flow positive beginning in fiscal 2021.', 'The stock has been under pressure in recent months, as a result of a broader pullback in software stocks.']"
Zoom shares slide as growth slows,https://www.cnbc.com/technology/?page=0,2019/12/05,Information Technology,technology/,Jordan Novet,"['Zoom beat on top and bottom lines and on quarterly guidance.', ""Zoom's video conferencing services compete with offerings from Avaya, Cisco and Microsoft.""]"
Digital bank Chime quadruples valuation in less than a year to $5.8 billion as it takes on megabanks,https://www.cnbc.com/technology/?page=0,2019/12/05,Information Technology,technology/,Hugh Son,"['Chime, valued at $1.5 billion in March, is now pegged at $5.8 billion just\xa0nine months later, according to people with knowledge of the matter.', 'The leading U.S. digital bank raised a record $500 million in a Series E, showing that massive funding rounds are still available for some start-ups.', ""Chime will use the money to build on its torrid growth, including doubling the company's headcount by 2020 and potentially acquiring competitors, the people said.""]"
"Apple is killing the charging plug on its highest-end phones by 2021, top analyst predicts",https://www.cnbc.com/technology/?page=0,2019/12/05,Information Technology,technology/,Annie Palmer,"[""Apple will launch an iPhone in 2021 that doesn't include a Lightning connector, according to Ming-Chi Kuo, an analyst at TF Securities."", 'The company would only remove the Lightning port from the highest-end iPhone, creating a ""completely wireless experience,"" Kuo wrote in a note to clients on Thursday.', 'Speculation has been building for several years that Apple plans to remove the Lightning connector in favor of other charging technology.']"
"Facebook has a theory that hiding 'likes' will increase post volume, and Instagram is testing it",https://www.cnbc.com/technology/?page=1,2019/12/06,Information Technology,technology/,Salvador Rodriguez,"['Inside Facebook\'s growth and data science teams, there is a hypothesis that getting rid of ""likes"" may be an effective tactic for getting users to post more original content on Instagram, three former employees told CNBC.', ""The theory goes that by hiding like counts, users may feel less self-conscious when they post photos or videos that don't receive many likes. This in turn may serve as a catalyst for getting users to post more often."", ""Head of Instagram Adam Mosseri has presented the experiment as an effort to combat the social network's problem with cyberbullying.""]"
Amazon blames holiday delivery delays on winter storms and high demand,https://www.cnbc.com/technology/?page=1,2019/12/06,Information Technology,technology/,William Feuer,"['Amazon said it is experiencing shipping delays due to high demand and winter storms as the holiday shopping season kicks off.', 'Customers took to Facebook and Twitter to express frustration with the delays.', 'This holiday season is the first year that Amazon will take on some of the busiest months of the year without one of its major delivery partners, FedEx Ground.']"
"T-Mobile is eyeing a price cut in its merger with Sprint, sources say",https://www.cnbc.com/technology/?page=1,2019/12/06,Information Technology,technology/,Thomas Franck,"[""T-Mobile is considering a cut to its multibillion merger with Sprint, people familiar with the matter tell CNBC's David Faber."", 'The deal cannot close until the companies resolve an ongoing lawsuit from several state attorneys general. The trial is slated to begin on Monday.']"
"How Uber is addressing its sexual assault problem after more than 3,000 incidents last year",https://www.cnbc.com/technology/?page=1,2019/12/05,Information Technology,technology/,Lora Kolodny,"['Uber revealed that more than 3,000 sexual assaults occurred during rides on its service in the U.S. in 2018 in a comprehensive US Safety Report on Thursday.', '""Voluntarily publishing a report that discusses these difficult safety issues is not easy,"" wrote Tony West, chief legal officer at Uber in the report.', 'The ride-hailing company and peers including Lyft have been criticized over sexual assault problems for years. The report also details new features and practices Uber is trying to prevent assaults.']"
TikTok chief to meet with lawmakers next week as suspicions about the app's ties to China grow,https://www.cnbc.com/technology/?page=1,2019/12/06,Information Technology,technology/,Lauren Feiner,"['TikTok chief Alex Zhu will meet with lawmakers in Washington, D.C. next week, CNBC has confirmed.', 'The trip comes as TikTok is facing scrutiny from the Committee on Foreign Investment in the United States (CFIUS), a person familiar with the matter previously told CNBC.', 'TikTok has rejected censoring content or storing data in a way that would make it vulnerable to being accessed by the Chinese government.']"
It's not just Peloton — here are some of the biggest advertising whiffs from major brands,https://www.cnbc.com/technology/?page=1,2019/12/06,Information Technology,technology/,Megan Graham,"[""Peloton's ad troubles are just the next in a long list of campaigns that brands took the heat for."", ""Advertising in today's culture can hurt perception of a brand because consumers consider advertising a window into a company's culture and values.\xa0""]"
"Tesla cars built in China have been recommended for government subsidies, report says",https://www.cnbc.com/technology/?page=1,2019/12/06,Information Technology,technology/,Anmar Frangoul,"['Tesla is one of several vehicle firms attempting to make inroads into the Chinese market.', 'China is home to the biggest electric car market on the planet.']"
SoftBank's Vision Fund 2 has held talks to invest $150 million in home health-care start-up Honor,https://www.cnbc.com/technology/?page=1,2019/12/05,Information Technology,technology/,Alex Sherman,"['SoftBank has held talks to investment $150 million in home health-care start-up Honor, sources say.', ""The deal hasn't been approved by the Vision Fund investment committee and could still fall apart, sources say."", 'The investment marks one of the first known potential investments for Vision Fund 2, which is still in fundraising mode and may raise up to $108 billion.']"
How to see the songs and artists you listened to most on Spotify in 2019,https://www.cnbc.com/technology/?page=1,2019/12/05,Information Technology,technology/,William Feuer,"['Spotify relaunches a feature that shows the songs and artists you listened to most all year.', 'It has other fun stats, too, such as how many minutes you spent listening to Spotify and the first song you played in 2019.', 'Here’s how to use Spotify Wrapped to see what your highlights for 2019 were.']"
Even the actor who played the 'Peloton husband' is feeling the blowback,https://www.cnbc.com/technology/?page=1,2019/12/05,Information Technology,technology/,William Feuer,"['The public outcry over the now-infamous Peloton holiday ad has the so-called ""Peloton Husband"" speaking out in defense of himself.', '""As my face continues to be screen shot online, I wonder what repercussions will come back to me,"" Sean Hunter, the actor who played the husband in the commercial, writes in a post for Psychology Today.', '""As I continue to reflect on the commercial, I consider these thoughts: Why are people creating so many additional narratives to the story?"" he asks.']"
"Veritas Genetics, the start-up that can sequence a genome for under $600, ceases US operations",https://www.cnbc.com/technology/?page=1,2019/12/05,Information Technology,technology/,Christina Farr,"['Veritas Genetics is ceasing U.S. operations because it has struggled to raise new funds.', 'Part of the problem, says a person familiar with the company, is that investors are skittish about investing in start-ups that have raised financing from funds with roots in China.', 'The company is in talks with potential acquirers.']"
Here's why some Peloton users love that ad so many have criticized,https://www.cnbc.com/technology/?page=1,2019/12/05,Information Technology,technology/,Megan Graham,"['A holiday ad for at-home fitness company Peloton went viral recently, with criticisms spanning claims that it was sexist or just ""cringey.""\xa0', ""But some Peloton users are defending the ad publicly, arguing that the ad shows, for example, how motivating the company's classes and community can be.\xa0""]"
CrowdStrike rises after beating in its third-quarter results,https://www.cnbc.com/technology/?page=1,2019/12/05,Information Technology,technology/,Annie Palmer,"['CrowdStrike reportes better-than-expected results for the fiscal third quarter of 2020.', 'The company also raises its guidance for the full year and says it expects to be free cash flow positive beginning in fiscal 2021.', 'The stock has been under pressure in recent months, as a result of a broader pullback in software stocks.']"
Zoom shares slide as growth slows,https://www.cnbc.com/technology/?page=1,2019/12/05,Information Technology,technology/,Jordan Novet,"['Zoom beat on top and bottom lines and on quarterly guidance.', ""Zoom's video conferencing services compete with offerings from Avaya, Cisco and Microsoft.""]"
Digital bank Chime quadruples valuation in less than a year to $5.8 billion as it takes on megabanks,https://www.cnbc.com/technology/?page=1,2019/12/05,Information Technology,technology/,Hugh Son,"['Chime, valued at $1.5 billion in March, is now pegged at $5.8 billion just\xa0nine months later, according to people with knowledge of the matter.', 'The leading U.S. digital bank raised a record $500 million in a Series E, showing that massive funding rounds are still available for some start-ups.', ""Chime will use the money to build on its torrid growth, including doubling the company's headcount by 2020 and potentially acquiring competitors, the people said.""]"
"Apple is killing the charging plug on its highest-end phones by 2021, top analyst predicts",https://www.cnbc.com/technology/?page=1,2019/12/05,Information Technology,technology/,Annie Palmer,"[""Apple will launch an iPhone in 2021 that doesn't include a Lightning connector, according to Ming-Chi Kuo, an analyst at TF Securities."", 'The company would only remove the Lightning port from the highest-end iPhone, creating a ""completely wireless experience,"" Kuo wrote in a note to clients on Thursday.', 'Speculation has been building for several years that Apple plans to remove the Lightning connector in favor of other charging technology.']"
Salesforce's stock bounces around after revenue and profit beat,https://www.cnbc.com/technology/?page=2,2019/12/03,Information Technology,technology/,Ari Levy,"[""At last month's Dreamforce, Salesforce said it expects to double in size by fiscal 2024, with revenue that year reaching between $34 billion and $35 billion."", 'Since March of 2018, Salesforce has orchestrated its two biggest acquisitions ever as it pursues growth in other software markets.', ""While Salesforce's stock has gained this year, it's underperformed the S&P 500 and has been trounced by notable cloud companies such as ServiceNow, Shopify and Veeva.""]"
"Peloton's holiday ad made some onlookers cringe, but it won't hurt the brand",https://www.cnbc.com/technology/?page=2,2019/12/03,Information Technology,technology/,Megan Graham,"['A holiday ad from Peloton portrays a woman whose husband gave her a stationary bike for Christmas.', ""Peloton's advertising has been the subject of jokes or criticism for seeming to cater to the very wealthy.""]"
"Tesla is poised to deliver Model Y crossover in first quarter of 2020, says Deutsche Bank",https://www.cnbc.com/technology/?page=2,2019/12/03,Information Technology,technology/,Lora Kolodny,"['A new research note from Deutsche Bank estimates that Tesla will start deliveries of their crossover SUV, the Model Y, in the first quarter of 2020.', 'Elon Musk unveiled the Model Y\xa0in March 2019, with plans for deliveries to begin in the fall of 2020 at that time.', ""Suppliers to Tesla told a Taiwan-based newspaper that Tesla had accelerated parts orders for the Model Y and the company's forthcoming commercial truck, the Semi.""]"
Amazon just partnered with Verizon to improve 5G speeds,https://www.cnbc.com/technology/?page=2,2019/12/03,Information Technology,technology/,Jon Fortt,"['AWS CEO Andy Jassy unveils a suite of new services at the re:Invent conference in Las Vegas on Tuesday.', 'Amazon is partnering with Verizon and others to launch WaveLength, a service that uses 5G networks to transfer data from the cloud at faster speeds.']"
Airbnb has removed thousands of listings in Boston as new rule takes effect,https://www.cnbc.com/technology/?page=2,2019/12/03,Information Technology,technology/,William Feuer,"['Airbnb had to comply on Sunday with strict new Boston regulations that require hosts to apply to register their listings.', 'The company had about 4,000 total listings in Boston just over a month ago, according to city officials, and the city has approved 737 applications for registration so far.', ""With Airbnb expected to go public next year, such regulations in cities around the country could cool investors' outlook on the company.""]"
"How to prevent 'porch pirates' from stealing packages from your door, according to police",https://www.cnbc.com/technology/?page=2,2019/12/03,Information Technology,technology/,Todd Haselton,"['Thousands of packages are stolen from doorsteps, particularly during the holiday season.', 'One local police department has some tips on how to prevent package theft.', 'Amazon and BoxLock also offer solutions for making sure your packages are delivered safely.']"
"Yale's Sonnenfeld blasts Tesla, Facebook and Twitter boards for their 'fear of founder issues'",https://www.cnbc.com/technology/?page=2,2019/12/03,Information Technology,technology/,Jessica Bursztynsky,"['Tech companies are increasingly having trouble controlling their founders, management expert Jeffrey Sonnenfeld says.', '""We have boards that seem unable to direct genius founders,"" says the Yale School of Management senior associate dean.', ""Sonnenfeld pointed to Tesla's Elon Musk, Facebook's Mark Zuckerberg, ousted WeWork CEO Adam Neumann and Twitter's and Square's Jack Dorsey as examples.""]"
Google's 'Thanksgiving Four' plan to file unfair labor practice charges with a federal agency,https://www.cnbc.com/technology/?page=2,2019/12/03,Information Technology,technology/,Lauren Feiner,"['The four former Google employees fired ahead of Thanksgiving said in a blog post Tuesday they plan to file charges with the National Labor Relations Board, claiming Google had unfair labor practices.', 'The group claim the company fired them for engaging in worker organizing efforts.', 'Google has previously said the employees were dismissed for accessing and sharing confidential documents and breaching security.']"
Unilever has a new take on its CMO role and names its first chief digital and marketing officer,https://www.cnbc.com/technology/?page=2,2019/12/03,Information Technology,technology/,Megan Graham,"[""Unilever's widely respected chief marketing and communications officer Keith Weed left earlier this year, and the company said earlier it intended to change the top marketer role somewhat.\xa0"", 'The company has named Conny Braams as Chief Digital & Marketing Officer.\xa0', 'The company also hired former Revlon CEO and President Fabian Garcia as its new President of Unilever North America, replacing Amanda Sourry.\xa0']"
"These are the best apps of 2019, according to Apple",https://www.cnbc.com/technology/?page=2,2019/12/03,Information Technology,technology/,Todd Haselton,"['Apple just announced the best iPhone, iPad, Mac and Apple TV Apps and Games of 2019.', 'Spectre won the best iPhone app of the year award, while Flow by Moleskine won the best iPad app.', 'The best iPhone game went to Sky: Children of Light, while the best iPad game was awarded to Hyper Light Drifter.']"
Silicon Valley giants accused of avoiding over $100 billion in taxes over the last decade,https://www.cnbc.com/technology/?page=2,2019/12/02,Information Technology,technology/,Chloe Taylor,
"Apple could change its iPhone release schedule to twice a year, JP Morgan says",https://www.cnbc.com/technology/?page=2,2019/12/02,Information Technology,technology/,Kif Leswing,"['Apple could change its iPhone release strategy to launch new devices twice a year starting in 2021, J.P. Morgan analysts predict.', ""Since 2011, Apple has released major new iPhones in September and October. The quarter ending in December is Apple's largest of the year."", 'The shift would give the company increased flexibility to change its products and compete with other device makers that launch new phones throughout the year, J.P. Morgan analysts say.']"
"Apple's 2020 iPads and MacBooks will have new advanced displays, top analyst says",https://www.cnbc.com/technology/?page=2,2019/12/02,Information Technology,technology/,Kif Leswing,"['Apple is planning to use a new display technology called mini LED in its lineup of laptops and tablets starting next year, according to TF Securities analyst Ming-Chi Kuo.', 'According to Kuo\'s research note, Apple is planning up to six mini LED devices, including a ""high-end"" iPad Pro launching in the third quarter 2020 and a 16-inch MacBook Pro laptop launching in the fourth quarter of 2020.', '""We believe that the mini LED technology will significantly improve productivity and the entertainment experience,"" Kuo wrote.']"
T-Mobile shows why it's still too early to buy a 5G phone,https://www.cnbc.com/technology/?page=2,2019/12/02,Information Technology,technology/,Todd Haselton,"[""T-Mobile's nationwide 5G network will launch on Friday, Dec. 6."", ""But don't buy the new 5G phones yet. They only support 600MHz 5G, which is slower than other limited 5G networks from carriers such as Verizon and AT&T."", ""Eventually, you'll have phones that support low-band, mid-range and wide-band 5G. Those are the phones you'll want to buy. But they're not going to be available until 2020.""]"
YouTube CEO says she doesn't let her young children watch the main site,https://www.cnbc.com/technology/?page=2,2019/12/02,Information Technology,technology/,Annie Palmer,"['In an interview with CBS\' ""60 Minutes,"" YouTube CEO Susan Wojcicki said she lets her children watch videos on YouTube Kids but not the main site.', 'YouTube Kids is a version of the app for users under age 13.', 'Wojcicki also says she limits how much time her children spend browsing videos on YouTube Kids.']"
